Date,Product,Region,Units_Sold,Revenue,Salesperson,Channel,Customer_Type
2022-06-20,Almonds,East,28,410.39,Sunil,Offline,Wholesale
2022-06-20,Walnuts,North,10,80.16,Anita,Offline,Wholesale
2022-06-21,Pistachios,North,14,167.58,Anita,Online,Wholesale
2022-06-21,Walnuts,West,47,311.16,Sunil,Offline,Retail
2022-06-22,Walnuts,North,32,499.81,Meena,Offline,Wholesale
2022-06-22,Pistachios,West,21,128.25,Ali,Offline,Wholesale
2022-06-22,Pistachios,South,21,270.09,Ali,Online,Retail
2022-06-22,Cashews,South,46,498.23,Ali,Online,Wholesale
2022-06-23,Raisins,West,39,719.35,Sunil,Offline,Wholesale
2022-06-23,Cashews,South,2,21.76,Ali,Online,Retail
2022-06-23,Raisins,West,20,334.36,Ali,Offline,Retail
2022-06-23,Cashews,South,47,586.18,Meena,Online,Wholesale
2022-06-24,Pistachios,West,42,386.81,Raj,Offline,Retail
2022-06-24,Almonds,West,2,39.41,Meena,Online,Wholesale
2022-06-24,Pistachios,West,39,472.15,Anita,Offline,Wholesale
2022-06-24,Pistachios,East,28,311.84,Anita,Online,Wholesale
2022-06-25,Almonds,East,45,592.27,Meena,Online,Wholesale
2022-06-26,Cashews,South,13,111.53,Anita,Offline,Retail
2022-06-26,Almonds,West,6,88.74,Ali,Offline,Wholesale
2022-06-26,Almonds,East,13,68.47,Ali,Online,Wholesale
2022-06-26,Raisins,South,18,244.25,Meena,Offline,Wholesale
2022-06-27,Cashews,East,25,426.07,Raj,Offline,Wholesale
2022-06-28,Raisins,South,40,528.59,Sunil,Offline,Wholesale
2022-06-28,Raisins,North,2,14.84,Raj,Online,Wholesale
2022-06-28,Walnuts,East,22,387.73,Anita,Online,Wholesale
2022-06-29,Almonds,West,15,281.77,Sunil,Offline,Wholesale
2022-06-30,Pistachios,South,44,680.44,Ali,Online,Retail
2022-06-30,Raisins,East,33,368.97,Sunil,Offline,Retail
2022-06-30,Pistachios,North,9,129.21,Meena,Offline,Wholesale
2022-06-30,Pistachios,South,38,483.34,Ali,Offline,Wholesale
2022-07-01,Pistachios,East,9,50.47,Sunil,Online,Wholesale
2022-07-01,Almonds,West,16,220.56,Anita,Online,Wholesale
2022-07-01,Cashews,West,39,626.83,Anita,Online,Retail
2022-07-02,Cashews,East,14,169.56,Anita,Offline,Wholesale
2022-07-02,Raisins,South,41,613.09,Anita,Online,Wholesale
2022-07-03,Pistachios,East,6,92.82,Meena,Online,Wholesale
2022-07-03,Pistachios,South,4,51.95,Anita,Online,Wholesale
2022-07-04,Walnuts,South,15,169.26,Sunil,Online,Wholesale
2022-07-04,Walnuts,East,35,506.28,Raj,Online,Wholesale
2022-07-04,Raisins,South,2,16.09,Anita,Online,Retail
2022-07-04,Cashews,South,18,218.47,Sunil,Offline,Wholesale
2022-07-05,Almonds,North,42,616.9,Raj,Online,Wholesale
2022-07-05,Cashews,South,7,136.85,Anita,Online,Wholesale
2022-07-05,Pistachios,North,46,512.37,Sunil,Offline,Retail
2022-07-05,Walnuts,West,40,586.33,Raj,Offline,Wholesale
2022-07-06,Almonds,South,48,400.2,Raj,Online,Wholesale
2022-07-07,Cashews,South,38,451.97,Ali,Offline,Retail
2022-07-07,Cashews,East,14,273.04,Ali,Offline,Wholesale
2022-07-08,Cashews,East,3,33.4,Meena,Online,Wholesale
2022-07-09,Walnuts,North,2,22.16,Sunil,Offline,Wholesale
2022-07-09,Raisins,West,26,448.45,Anita,Offline,Wholesale
2022-07-10,Walnuts,East,20,307.21,Meena,Online,Wholesale
2022-07-10,Walnuts,South,46,619.15,Anita,Online,Wholesale
2022-07-10,Almonds,West,34,437.33,Ali,Offline,Retail
2022-07-10,Raisins,West,16,169.53,Meena,Online,Retail
2022-07-11,Pistachios,East,24,410.12,Sunil,Online,Retail
2022-07-11,Walnuts,East,8,135.66,Anita,Online,Wholesale
2022-07-11,Almonds,East,27,258.89,Sunil,Offline,Retail
2022-07-12,Raisins,East,18,271.04,Meena,Online,Wholesale
2022-07-13,Almonds,West,33,612.72,Sunil,Online,Retail
2022-07-13,Almonds,South,39,590.22,Anita,Offline,Wholesale
2022-07-13,Almonds,West,24,236.7,Ali,Online,Retail
2022-07-14,Raisins,East,31,589.15,Ali,Online,Retail
2022-07-14,Almonds,East,20,123.28,Sunil,Online,Wholesale
2022-07-14,Pistachios,East,16,97.24,Ali,Offline,Retail
2022-07-15,Cashews,North,46,588.71,Meena,Online,Retail
2022-07-15,Pistachios,West,49,275.76,Ali,Online,Wholesale
2022-07-15,Raisins,North,44,455.67,Sunil,Offline,Retail
2022-07-16,Pistachios,West,17,324.89,Sunil,Offline,Wholesale
2022-07-17,Cashews,North,29,455.6,Anita,Offline,Retail
2022-07-17,Cashews,North,18,191.83,Sunil,Online,Wholesale
2022-07-17,Almonds,North,42,797.69,Ali,Offline,Wholesale
2022-07-18,Cashews,South,37,195.76,Ali,Offline,Retail
2022-07-18,Almonds,North,22,135.38,Meena,Offline,Wholesale
2022-07-18,Raisins,East,12,161.49,Anita,Online,Retail
2022-07-19,Almonds,West,9,136.39,Sunil,Online,Retail
2022-07-19,Almonds,East,10,125.72,Ali,Offline,Wholesale
2022-07-19,Cashews,North,32,638.56,Raj,Offline,Wholesale
2022-07-19,Almonds,West,10,112.78,Raj,Online,Retail
2022-07-20,Walnuts,South,42,272.58,Meena,Offline,Retail
2022-07-21,Raisins,East,19,338.41,Ali,Online,Retail
2022-07-21,Pistachios,West,28,475.43,Ali,Online,Wholesale
2022-07-22,Cashews,North,45,737.9,Anita,Offline,Wholesale
2022-07-22,Pistachios,West,11,204.98,Raj,Offline,Retail
2022-07-22,Almonds,South,9,145.43,Raj,Offline,Retail
2022-07-22,Cashews,South,24,330.13,Sunil,Offline,Retail
2022-07-23,Walnuts,West,30,587.76,Sunil,Offline,Retail
2022-07-23,Raisins,North,39,450.87,Sunil,Online,Retail
2022-07-23,Walnuts,West,6,56.51,Sunil,Online,Retail
2022-07-23,Almonds,North,43,410.08,Raj,Offline,Wholesale
2022-07-24,Almonds,West,24,367.98,Ali,Offline,Wholesale
2022-07-25,Cashews,East,47,826.4,Sunil,Online,Wholesale
2022-07-25,Cashews,South,2,12.02,Ali,Online,Wholesale
2022-07-25,Almonds,West,42,356.94,Raj,Offline,Retail
2022-07-26,Cashews,West,40,423.26,Ali,Offline,Wholesale
2022-07-26,Almonds,East,36,507.11,Anita,Offline,Wholesale
2022-07-27,Almonds,North,4,30.4,Meena,Offline,Wholesale
2022-07-27,Cashews,East,42,255.07,Ali,Offline,Wholesale
2022-07-28,Cashews,North,26,317.73,Meena,Online,Wholesale
2022-07-28,Walnuts,North,26,382.85,Ali,Online,Retail
2022-07-28,Walnuts,West,48,818.13,Ali,Offline,Retail
2022-07-28,Cashews,North,37,310.71,Anita,Online,Wholesale
2022-07-29,Walnuts,East,33,508.36,Ali,Offline,Wholesale
2022-07-30,Raisins,South,40,289.79,Anita,Online,Wholesale
2022-07-30,Raisins,West,50,574.38,Anita,Online,Retail
2022-07-31,Walnuts,East,5,41.7,Sunil,Online,Wholesale
2022-07-31,Almonds,East,40,222.61,Sunil,Online,Wholesale
2022-07-31,Almonds,North,35,421.66,Ali,Offline,Wholesale
2022-08-01,Pistachios,North,40,516.39,Sunil,Offline,Wholesale
2022-08-01,Cashews,South,5,37.13,Anita,Offline,Retail
2022-08-01,Raisins,North,22,431.27,Raj,Offline,Wholesale
2022-08-02,Cashews,North,44,425.19,Meena,Offline,Retail
2022-08-02,Pistachios,West,9,150.12,Ali,Online,Wholesale
2022-08-02,Walnuts,East,38,240.37,Raj,Online,Wholesale
2022-08-02,Pistachios,North,47,911.11,Ali,Online,Wholesale
2022-08-03,Walnuts,South,38,204.84,Meena,Offline,Wholesale
2022-08-03,Walnuts,West,5,60.77,Ali,Online,Retail
2022-08-03,Almonds,North,36,330.84,Meena,Online,Wholesale
2022-08-04,Cashews,West,7,77.93,Anita,Offline,Retail
2022-08-05,Pistachios,North,28,387.36,Anita,Offline,Wholesale
2022-08-05,Raisins,North,11,201.78,Raj,Offline,Wholesale
2022-08-05,Raisins,South,38,293.63,Raj,Online,Wholesale
2022-08-05,Cashews,West,24,429.79,Meena,Online,Retail
2022-08-06,Pistachios,North,20,158.15,Anita,Offline,Retail
2022-08-06,Pistachios,North,15,291.14,Meena,Offline,Retail
2022-08-07,Pistachios,North,26,236.08,Sunil,Online,Retail
2022-08-07,Raisins,East,17,198.39,Anita,Online,Retail
2022-08-07,Almonds,South,47,695.37,Anita,Online,Wholesale
2022-08-07,Walnuts,South,8,109.64,Anita,Offline,Wholesale
2022-08-08,Raisins,East,9,135.64,Raj,Online,Wholesale
2022-08-08,Almonds,East,36,398.49,Ali,Offline,Retail
2022-08-08,Raisins,North,1,14.21,Ali,Offline,Wholesale
2022-08-09,Cashews,East,31,406.3,Raj,Offline,Retail
2022-08-09,Pistachios,East,47,764.81,Meena,Online,Retail
2022-08-09,Almonds,South,36,196.39,Sunil,Offline,Retail
2022-08-09,Walnuts,South,36,464.83,Anita,Online,Retail
2022-08-10,Raisins,East,48,643.02,Sunil,Offline,Wholesale
2022-08-10,Cashews,West,13,125.69,Meena,Online,Retail
2022-08-10,Almonds,East,41,652.73,Ali,Online,Retail
2022-08-11,Pistachios,West,16,229.25,Raj,Offline,Wholesale
2022-08-11,Cashews,West,10,157.98,Raj,Offline,Wholesale
2022-08-12,Walnuts,West,44,748.82,Raj,Online,Wholesale
2022-08-13,Almonds,South,14,81.97,Meena,Online,Wholesale
2022-08-13,Pistachios,North,41,788.58,Meena,Offline,Wholesale
2022-08-13,Walnuts,South,41,332.13,Anita,Online,Retail
2022-08-13,Pistachios,East,7,62.7,Raj,Online,Wholesale
2022-08-14,Almonds,East,9,95.63,Sunil,Online,Retail
2022-08-14,Cashews,East,11,100.12,Anita,Online,Wholesale
2022-08-15,Cashews,East,43,700.79,Meena,Offline,Retail
2022-08-16,Cashews,South,36,208.91,Meena,Offline,Retail
2022-08-16,Almonds,West,42,607.62,Raj,Online,Wholesale
2022-08-16,Cashews,North,31,612.73,Ali,Online,Wholesale
2022-08-17,Raisins,North,39,712.97,Raj,Offline,Wholesale
2022-08-18,Cashews,North,30,319.71,Anita,Offline,Wholesale
2022-08-18,Walnuts,West,1,5.34,Sunil,Offline,Wholesale
2022-08-18,Cashews,South,48,314.51,Ali,Online,Wholesale
2022-08-18,Almonds,West,33,284.82,Raj,Offline,Wholesale
2022-08-19,Raisins,North,12,104.33,Meena,Online,Wholesale
2022-08-20,Cashews,South,17,215.91,Raj,Offline,Retail
2022-08-20,Pistachios,North,27,458.58,Sunil,Offline,Wholesale
2022-08-20,Pistachios,North,37,406.16,Meena,Online,Retail
2022-08-20,Pistachios,North,20,180.78,Meena,Online,Retail
2022-08-21,Pistachios,South,23,253.11,Ali,Offline,Retail
2022-08-21,Raisins,North,40,550.66,Sunil,Offline,Retail
2022-08-22,Cashews,South,1,19.56,Ali,Online,Retail
2022-08-22,Cashews,East,23,284.2,Sunil,Offline,Wholesale
2022-08-22,Almonds,West,48,956.19,Anita,Offline,Wholesale
2022-08-22,Pistachios,East,12,192.78,Sunil,Online,Wholesale
2022-08-23,Walnuts,North,11,216.54,Anita,Online,Wholesale
2022-08-23,Almonds,North,42,535.33,Anita,Offline,Retail
2022-08-23,Raisins,North,30,581.67,Sunil,Offline,Retail
2022-08-24,Raisins,West,19,343.95,Anita,Offline,Retail
2022-08-24,Pistachios,West,12,156.22,Anita,Offline,Wholesale
2022-08-25,Cashews,East,30,237.55,Anita,Offline,Retail
2022-08-25,Raisins,East,4,66.07,Raj,Offline,Retail
2022-08-26,Raisins,East,9,135.61,Ali,Offline,Wholesale
2022-08-26,Cashews,South,34,533.06,Sunil,Online,Retail
2022-08-27,Pistachios,West,50,911.32,Meena,Online,Retail
2022-08-27,Pistachios,South,18,214.76,Anita,Offline,Wholesale
2022-08-27,Walnuts,South,43,622.5,Ali,Online,Wholesale
2022-08-27,Cashews,South,32,579.45,Sunil,Offline,Retail
2022-08-28,Cashews,North,25,208.17,Ali,Offline,Wholesale
2022-08-28,Raisins,West,37,430.84,Anita,Offline,Wholesale
2022-08-28,Cashews,West,14,100.07,Sunil,Offline,Wholesale
2022-08-28,Raisins,West,25,334.2,Raj,Offline,Retail
2022-08-29,Raisins,North,32,375.28,Meena,Offline,Wholesale
2022-08-29,Almonds,West,50,382.55,Ali,Offline,Retail
2022-08-29,Raisins,West,18,300.43,Anita,Online,Wholesale
2022-08-29,Pistachios,East,33,627.58,Ali,Online,Wholesale
2022-08-30,Raisins,West,15,221.76,Anita,Online,Retail
2022-08-30,Walnuts,East,6,71.09,Raj,Online,Retail
2022-08-31,Pistachios,South,7,58.45,Meena,Online,Wholesale
2022-09-01,Walnuts,North,10,111.47,Anita,Offline,Wholesale
2022-09-02,Cashews,North,10,164.44,Raj,Online,Wholesale
2022-09-03,Pistachios,East,10,99.56,Meena,Online,Wholesale
2022-09-03,Raisins,West,21,230.14,Ali,Offline,Wholesale
2022-09-03,Almonds,East,24,348.47,Meena,Online,Retail
2022-09-03,Cashews,North,34,205.69,Raj,Online,Retail
2022-09-04,Raisins,West,4,28.74,Sunil,Online,Wholesale
2022-09-04,Raisins,East,34,544.78,Ali,Online,Retail
2022-09-05,Cashews,East,12,155.59,Meena,Offline,Wholesale
2022-09-05,Raisins,North,18,337.96,Anita,Offline,Retail
2022-09-06,Pistachios,West,14,105.12,Raj,Online,Wholesale
2022-09-07,Almonds,West,50,673.59,Meena,Offline,Retail
2022-09-07,Walnuts,North,24,165.86,Meena,Online,Retail
2022-09-07,Pistachios,West,38,566.49,Raj,Online,Retail
2022-09-07,Cashews,East,7,137.06,Ali,Offline,Retail
2022-09-08,Cashews,North,50,997.58,Anita,Online,Retail
2022-09-08,Cashews,West,3,28.92,Ali,Offline,Retail
2022-09-08,Raisins,North,4,66.79,Sunil,Offline,Retail
2022-09-08,Almonds,South,7,40.42,Anita,Online,Wholesale
2022-09-09,Pistachios,West,12,228.86,Meena,Offline,Wholesale
2022-09-09,Raisins,South,47,641.71,Anita,Offline,Retail
2022-09-09,Raisins,North,28,394.25,Sunil,Online,Wholesale
2022-09-09,Walnuts,South,33,289.33,Anita,Online,Retail
2022-09-10,Almonds,North,29,555.87,Ali,Offline,Retail
2022-09-11,Pistachios,East,29,328.98,Meena,Online,Wholesale
2022-09-11,Cashews,West,33,593.08,Anita,Offline,Retail
2022-09-11,Almonds,South,34,485.22,Anita,Offline,Wholesale
2022-09-11,Almonds,North,9,155.37,Meena,Offline,Retail
2022-09-12,Raisins,North,39,650.67,Ali,Online,Wholesale
2022-09-12,Cashews,North,17,334.38,Anita,Online,Retail
2022-09-13,Pistachios,West,4,68.58,Meena,Offline,Retail
2022-09-13,Pistachios,North,7,124.97,Meena,Online,Retail
2022-09-14,Walnuts,South,7,78.82,Raj,Offline,Wholesale
2022-09-14,Pistachios,East,23,215.17,Anita,Online,Wholesale
2022-09-15,Raisins,South,20,122.82,Sunil,Offline,Wholesale
2022-09-15,Pistachios,South,29,539.67,Meena,Offline,Wholesale
2022-09-16,Walnuts,East,32,222.96,Raj,Offline,Wholesale
2022-09-16,Pistachios,North,23,143.71,Raj,Online,Retail
2022-09-16,Raisins,East,15,188.74,Raj,Offline,Wholesale
2022-09-17,Cashews,South,47,572.45,Meena,Offline,Retail
2022-09-17,Walnuts,South,16,300.77,Sunil,Online,Wholesale
2022-09-17,Cashews,West,18,270.16,Meena,Offline,Wholesale
2022-09-17,Walnuts,North,38,657.65,Anita,Offline,Wholesale
2022-09-18,Cashews,East,25,337.66,Raj,Offline,Retail
2022-09-18,Pistachios,East,29,474.15,Meena,Offline,Wholesale
2022-09-19,Pistachios,East,5,45.27,Ali,Online,Retail
2022-09-20,Raisins,North,46,725.42,Ali,Offline,Wholesale
2022-09-20,Cashews,East,23,252.53,Sunil,Offline,Wholesale
2022-09-20,Almonds,South,43,664.09,Anita,Online,Retail
2022-09-20,Almonds,North,5,96.68,Anita,Online,Wholesale
2022-09-21,Walnuts,West,40,671.88,Anita,Offline,Wholesale
2022-09-22,Pistachios,East,36,539.98,Ali,Offline,Wholesale
2022-09-23,Almonds,East,12,186.53,Raj,Offline,Wholesale
2022-09-23,Pistachios,North,41,780.6,Ali,Online,Retail
2022-09-23,Almonds,West,17,120.99,Anita,Offline,Wholesale
2022-09-23,Walnuts,West,8,40.99,Anita,Offline,Retail
2022-09-24,Cashews,North,17,95.29,Raj,Online,Wholesale
2022-09-24,Walnuts,North,21,226.17,Anita,Offline,Retail
2022-09-25,Raisins,South,20,280.54,Anita,Online,Retail
2022-09-26,Pistachios,East,29,540.9,Anita,Online,Wholesale
2022-09-26,Almonds,East,40,232.27,Ali,Online,Retail
2022-09-27,Walnuts,North,29,377.85,Ali,Online,Retail
2022-09-27,Pistachios,North,10,156.5,Sunil,Online,Wholesale
2022-09-27,Walnuts,East,41,316.23,Ali,Online,Wholesale
2022-09-28,Walnuts,North,46,830.55,Raj,Offline,Wholesale
2022-09-28,Raisins,West,37,540.63,Ali,Online,Retail
2022-09-28,Pistachios,West,20,198.95,Raj,Offline,Wholesale
2022-09-28,Pistachios,West,4,25.59,Anita,Online,Retail
2022-09-29,Pistachios,East,3,17.64,Ali,Offline,Wholesale
2022-09-29,Walnuts,North,48,604.12,Anita,Offline,Wholesale
2022-09-29,Walnuts,East,18,196.96,Meena,Offline,Wholesale
2022-09-30,Almonds,West,14,195.69,Sunil,Offline,Wholesale
2022-09-30,Walnuts,East,42,319.02,Sunil,Online,Wholesale
2022-10-01,Walnuts,East,50,393.4,Anita,Offline,Wholesale
2022-10-01,Raisins,North,8,142.29,Raj,Online,Retail
2022-10-01,Almonds,North,1,17.04,Ali,Online,Wholesale
2022-10-01,Walnuts,South,48,272.24,Anita,Offline,Retail
2022-10-02,Pistachios,West,14,259.13,Sunil,Offline,Wholesale
2022-10-02,Raisins,East,20,174.88,Ali,Offline,Wholesale
2022-10-02,Almonds,East,19,296.46,Anita,Offline,Wholesale
2022-10-03,Cashews,East,29,261.67,Meena,Online,Retail
2022-10-03,Raisins,West,21,359.61,Sunil,Offline,Wholesale
2022-10-03,Pistachios,South,23,334.8,Ali,Online,Retail
2022-10-03,Raisins,North,7,77.15,Meena,Online,Wholesale
2022-10-04,Walnuts,East,41,308.74,Ali,Online,Retail
2022-10-04,Cashews,South,14,78.28,Sunil,Online,Retail
2022-10-05,Pistachios,South,37,710.35,Raj,Online,Retail
2022-10-05,Raisins,West,4,62.99,Ali,Online,Wholesale
2022-10-05,Raisins,North,24,465.74,Ali,Online,Retail
2022-10-05,Pistachios,South,46,565.38,Ali,Offline,Wholesale
2022-10-06,Almonds,North,12,220.48,Raj,Offline,Retail
2022-10-06,Cashews,East,2,27.47,Raj,Online,Wholesale
2022-10-07,Cashews,South,38,312.51,Meena,Offline,Retail
2022-10-07,Pistachios,East,39,672.32,Meena,Offline,Wholesale
2022-10-07,Raisins,North,46,590.29,Ali,Online,Retail
2022-10-07,Walnuts,West,25,282.01,Meena,Offline,Wholesale
2022-10-08,Walnuts,North,43,328.62,Raj,Online,Retail
2022-10-08,Raisins,East,33,190.86,Meena,Online,Retail
2022-10-08,Pistachios,North,48,716.56,Sunil,Online,Retail
2022-10-08,Pistachios,North,35,562.19,Raj,Online,Wholesale
2022-10-09,Cashews,South,14,104.16,Ali,Offline,Retail
2022-10-10,Walnuts,West,32,411.37,Sunil,Online,Wholesale
2022-10-10,Almonds,East,3,23.14,Anita,Offline,Retail
2022-10-10,Pistachios,East,35,305.96,Ali,Offline,Wholesale
2022-10-10,Cashews,West,40,268.32,Anita,Offline,Wholesale
2022-10-11,Cashews,North,44,734.83,Meena,Online,Retail
2022-10-12,Almonds,East,15,187.16,Raj,Offline,Retail
2022-10-12,Cashews,West,42,502.15,Ali,Offline,Wholesale
2022-10-12,Almonds,West,15,157.77,Meena,Online,Wholesale
2022-10-13,Cashews,East,11,178.37,Meena,Online,Wholesale
2022-10-13,Almonds,South,4,25.22,Meena,Online,Wholesale
2022-10-13,Walnuts,West,42,602.43,Sunil,Offline,Wholesale
2022-10-14,Raisins,South,30,435.83,Anita,Online,Retail
2022-10-14,Pistachios,East,48,900.8,Meena,Offline,Retail
2022-10-14,Walnuts,North,10,68.42,Meena,Offline,Retail
2022-10-15,Pistachios,North,8,138.55,Raj,Online,Wholesale
2022-10-15,Pistachios,North,1,10.52,Raj,Offline,Wholesale
2022-10-15,Walnuts,West,46,593.89,Raj,Offline,Wholesale
2022-10-15,Pistachios,North,18,294.28,Anita,Offline,Wholesale
2022-10-16,Walnuts,South,13,70.78,Ali,Online,Wholesale
2022-10-16,Pistachios,West,42,622.67,Anita,Offline,Wholesale
2022-10-16,Pistachios,West,19,284.42,Ali,Online,Wholesale
2022-10-16,Walnuts,East,44,725.63,Ali,Offline,Wholesale
2022-10-17,Cashews,West,8,111.47,Anita,Online,Retail
2022-10-17,Cashews,North,1,9.45,Ali,Online,Retail
2022-10-17,Almonds,East,38,400.38,Raj,Offline,Wholesale
2022-10-18,Cashews,South,43,585.48,Anita,Online,Wholesale
2022-10-19,Walnuts,South,31,534.36,Raj,Online,Wholesale
2022-10-19,Pistachios,North,26,463.14,Anita,Offline,Wholesale
2022-10-19,Walnuts,North,18,181.72,Raj,Offline,Retail
2022-10-19,Pistachios,East,6,119.38,Ali,Online,Wholesale
2022-10-20,Walnuts,East,46,756.41,Anita,Offline,Retail
2022-10-20,Walnuts,East,1,12.51,Meena,Online,Wholesale
2022-10-20,Raisins,West,18,156.85,Raj,Online,Retail
2022-10-20,Raisins,East,42,784.23,Raj,Online,Retail
2022-10-21,Cashews,East,45,400.19,Anita,Offline,Retail
2022-10-21,Raisins,East,26,385.2,Meena,Offline,Retail
2022-10-21,Cashews,South,18,245.61,Meena,Offline,Retail
2022-10-22,Walnuts,West,11,71.75,Anita,Online,Wholesale
2022-10-22,Raisins,West,38,449.28,Ali,Online,Retail
2022-10-23,Walnuts,North,23,325.64,Ali,Online,Wholesale
2022-10-23,Raisins,North,22,431.94,Ali,Offline,Retail
2022-10-23,Pistachios,West,13,76.39,Anita,Offline,Wholesale
2022-10-23,Pistachios,East,16,195.86,Meena,Offline,Retail
2022-10-24,Walnuts,West,48,423.94,Meena,Offline,Retail
2022-10-24,Pistachios,West,50,997.96,Ali,Offline,Wholesale
2022-10-24,Almonds,North,34,420.94,Raj,Offline,Wholesale
2022-10-24,Walnuts,West,4,60.16,Sunil,Online,Wholesale
2022-10-25,Pistachios,West,18,280.33,Raj,Offline,Wholesale
2022-10-26,Pistachios,West,1,5.32,Meena,Online,Retail
2022-10-26,Pistachios,West,23,232.09,Raj,Offline,Wholesale
2022-10-26,Raisins,South,40,206.09,Ali,Offline,Retail
2022-10-27,Raisins,North,13,194.98,Raj,Offline,Retail
2022-10-28,Almonds,North,42,295.51,Sunil,Offline,Wholesale
2022-10-28,Almonds,East,48,799.57,Ali,Offline,Retail
2022-10-29,Cashews,South,49,275.47,Raj,Online,Retail
2022-10-29,Pistachios,West,45,565.29,Ali,Online,Retail
2022-10-29,Raisins,North,10,90.51,Ali,Online,Retail
2022-10-30,Pistachios,West,10,192.37,Anita,Offline,Wholesale
2022-10-30,Cashews,West,40,592.79,Ali,Offline,Wholesale
2022-10-30,Almonds,North,22,352.77,Ali,Online,Wholesale
2022-10-30,Cashews,South,21,297.5,Meena,Online,Wholesale
2022-10-31,Cashews,West,13,71.22,Ali,Online,Wholesale
2022-11-01,Almonds,West,17,214.25,Ali,Offline,Wholesale
2022-11-02,Raisins,West,19,373.1,Anita,Online,Retail
2022-11-02,Almonds,North,14,175.5,Raj,Offline,Wholesale
2022-11-03,Almonds,South,4,69.66,Ali,Offline,Wholesale
2022-11-03,Almonds,West,37,579.64,Sunil,Offline,Retail
2022-11-03,Raisins,East,12,186.15,Meena,Offline,Retail
2022-11-04,Pistachios,East,6,61.74,Anita,Online,Retail
2022-11-04,Raisins,North,36,381.05,Raj,Online,Retail
2022-11-05,Raisins,South,44,264.18,Ali,Online,Retail
2022-11-05,Almonds,East,11,72,Raj,Online,Wholesale
2022-11-05,Pistachios,South,9,106.06,Ali,Offline,Wholesale
2022-11-05,Almonds,South,30,277.13,Meena,Online,Retail
2022-11-06,Walnuts,North,21,120.72,Ali,Offline,Retail
2022-11-07,Cashews,North,10,102.27,Meena,Online,Retail
2022-11-08,Pistachios,South,49,976.73,Anita,Online,Wholesale
2022-11-08,Walnuts,East,25,289.59,Sunil,Online,Wholesale
2022-11-09,Almonds,West,19,124.43,Anita,Online,Retail
2022-11-09,Walnuts,South,17,152.68,Raj,Online,Wholesale
2022-11-10,Almonds,West,26,180.53,Raj,Online,Retail
2022-11-10,Almonds,East,36,586.75,Ali,Online,Retail
2022-11-10,Cashews,East,44,634.68,Anita,Online,Retail
2022-11-10,Cashews,East,4,58.06,Raj,Online,Retail
2022-11-11,Pistachios,East,5,55.74,Meena,Offline,Retail
2022-11-12,Cashews,North,5,97.26,Meena,Offline,Wholesale
2022-11-12,Pistachios,East,10,175.07,Ali,Online,Retail
2022-11-12,Pistachios,South,2,38.98,Sunil,Offline,Wholesale
2022-11-13,Almonds,East,13,136.76,Anita,Offline,Wholesale
2022-11-13,Pistachios,East,43,536.15,Meena,Online,Retail
2022-11-13,Pistachios,South,49,461.27,Meena,Online,Wholesale
2022-11-14,Pistachios,East,31,596.37,Meena,Offline,Retail
2022-11-14,Walnuts,West,10,119.26,Raj,Online,Wholesale
2022-11-14,Almonds,South,22,323.46,Ali,Online,Retail
2022-11-15,Pistachios,South,14,230.3,Ali,Offline,Wholesale
2022-11-15,Almonds,East,37,587.02,Meena,Offline,Retail
2022-11-16,Walnuts,East,50,395.58,Meena,Online,Wholesale
2022-11-16,Raisins,North,2,25.83,Ali,Offline,Wholesale
2022-11-17,Almonds,South,9,148.79,Meena,Online,Retail
2022-11-17,Cashews,North,16,269.62,Meena,Offline,Wholesale
2022-11-17,Raisins,West,6,54.49,Sunil,Online,Retail
2022-11-18,Cashews,South,7,35.52,Raj,Online,Retail
2022-11-18,Raisins,South,7,136.52,Sunil,Online,Retail
2022-11-19,Pistachios,East,4,35.91,Ali,Online,Wholesale
2022-11-19,Almonds,West,11,216.53,Meena,Offline,Wholesale
2022-11-19,Walnuts,North,26,350.01,Raj,Online,Retail
2022-11-20,Cashews,West,21,263.35,Ali,Online,Wholesale
2022-11-20,Almonds,South,19,130.25,Meena,Offline,Retail
2022-11-20,Walnuts,East,26,498.97,Raj,Online,Retail
2022-11-21,Cashews,South,47,461.01,Sunil,Online,Retail
2022-11-22,Cashews,West,23,378.95,Sunil,Offline,Wholesale
2022-11-22,Almonds,West,8,95.31,Ali,Offline,Retail
2022-11-22,Raisins,West,15,92.04,Raj,Online,Retail
2022-11-22,Raisins,East,36,335.79,Sunil,Offline,Retail
2022-11-23,Walnuts,North,36,332.22,Meena,Offline,Retail
2022-11-23,Raisins,East,45,376.3,Meena,Offline,Retail
2022-11-23,Pistachios,North,35,469.33,Raj,Offline,Wholesale
2022-11-24,Walnuts,North,15,260.62,Sunil,Offline,Wholesale
2022-11-24,Walnuts,West,14,224.46,Sunil,Offline,Wholesale
2022-11-24,Almonds,East,44,592.64,Meena,Online,Retail
2022-11-25,Walnuts,North,15,105.92,Raj,Offline,Retail
2022-11-26,Almonds,South,46,817.25,Meena,Offline,Retail
2022-11-26,Cashews,East,25,366.34,Sunil,Online,Wholesale
2022-11-26,Almonds,North,20,223.4,Sunil,Offline,Retail
2022-11-27,Almonds,East,34,421.24,Ali,Offline,Retail
2022-11-27,Walnuts,North,17,314.95,Anita,Online,Retail
2022-11-27,Raisins,North,20,237.23,Ali,Offline,Retail
